player_id,player_name,age,nationality,club,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,position_group,goal_contribution,performance_score,age_group,experienced,predicted_market_value,value_gap
34,Player_34,39,Spain,PSG,CB,64,83,40,0,20,3653,52.04,2,Yes,Low,defender,20,0.0372296742403504,veteran,False,87.56858040728913,35.528580407289134
1058,Player_1058,20,France,FC Barcelona,RB,65,95,41,23,5,1771,52.48,5,No,Low,defender,28,0.0736871823828345,young,False,88.00078439672568,35.52078439672568
1417,Player_1417,39,England,Manchester City,CDM,87,65,7,0,9,3322,54.87,4,No,Medium,midfielder,9,0.0239313666465984,veteran,False,90.33459067606618,35.46459067606619
329,Player_329,37,Spain,FC Barcelona,CDM,91,88,49,4,16,3888,56.07,1,No,Medium,midfielder,20,0.0302211934156378,veteran,False,91.45727050981488,35.387270509814876
1933,Player_1933,38,Netherlands,Liverpool,CDM,92,94,36,28,19,2237,56.41,4,No,Low,midfielder,47,0.0795708538220831,veteran,False,91.74126768158911,35.33126768158911
2380,Player_2380,28,France,Liverpool,RW,83,93,7,9,9,889,55.18,1,Yes,Low,winger,18,0.1175478065241844,prime,False,90.45931965069028,35.279319650690276
2461,Player_2461,23,Netherlands,Liverpool,CB,75,91,22,10,10,1567,54.08,3,No,Low,defender,20,0.0909380982769623,prime,False,89.29606387662935,35.21606387662935
223,Player_223,17,Spain,FC Barcelona,CDM,82,95,32,18,10,3816,55.18,3,No,Low,midfielder,28,0.0306603773584905,young,False,90.37413107141519,35.19413107141519
1775,Player_1775,31,France,Bayern Munich,RW,81,90,27,38,15,5,52.49,5,No,Medium,winger,53,45.2,veteran,False,87.44912445757403,34.95912445757403
2765,Player_2765,35,Argentina,Bayern Munich,ST,76,67,13,25,12,1847,53.89,2,Yes,High,attacker,37,0.094206821873308,veteran,False,88.84554325185591,34.955543251855914
2704,Player_2704,26,Germany,Bayern Munich,ST,74,94,23,28,21,3410,54.31,3,No,Medium,attacker,49,0.0621700879765395,prime,False,89.23202370555325,34.922023705553244
436,Player_436,37,Portugal,FC Barcelona,CDM,89,98,32,8,10,2760,56.53,4,Yes,Low,midfielder,18,0.0364130434782608,veteran,False,91.42373138568452,34.89373138568452
1092,Player_1092,36,Brazil,Real Madrid,GK,94,69,46,28,17,3129,56.53,5,Yes,High,goalkeeper,45,0.0720997123681687,veteran,False,91.40626511388496,34.876265113884955
2154,Player_2154,31,Germany,Liverpool,LW,87,82,14,32,16,1864,55.92,5,Yes,High,winger,48,0.1134656652360515,veteran,False,90.74707879532785,34.82707879532785
776,Player_776,34,Germany,FC Barcelona,GK,78,66,48,3,2,3159,54.38,1,No,Low,goalkeeper,5,0.0592592592592592,veteran,False,89.10194775112932,34.72194775112931
820,Player_820,19,Spain,Real Madrid,RW,70,66,2,6,6,3503,53.36,2,No,High,winger,12,0.0219811590065658,young,False,87.98846981239313,34.628469812393135
1750,Player_1750,30,Brazil,Manchester City,LW,85,91,19,18,19,1709,56.08,4,Yes,Medium,winger,37,0.1006436512580456,veteran,False,90.69008604054275,34.610086040542754
134,Player_134,25,Spain,PSG,CM,75,89,15,11,9,2045,54.65,4,No,Medium,midfielder,20,0.0466992665036674,prime,False,89.24952275194086,34.59952275194086
2440,Player_2440,18,Brazil,FC Barcelona,CM,73,68,37,8,7,3995,53.88,5,Yes,Medium,midfielder,15,0.0201501877346683,young,False,88.4561049812209,34.5761049812209
1575,Player_1575,25,Netherlands,Real Madrid,LB,86,84,38,8,13,1690,56.15,4,No,Medium,defender,21,0.0964497041420118,prime,False,90.65777138234904,34.50777138234904
1525,Player_1525,23,Germany,Juventus,ST,77,89,28,33,18,246,55.27,2,No,High,attacker,51,0.9126016260162602,prime,False,89.47739777377843,34.20739777377843
1848,Player_1848,27,France,Bayern Munich,RW,64,68,48,3,4,2982,53.0,3,No,Medium,winger,7,0.0189470154258886,prime,False,87.20104104222337,34.201041042223366
1930,Player_1930,22,England,FC Barcelona,CDM,65,82,33,6,14,321,53.59,4,No,Medium,midfielder,20,0.3130841121495327,young,False,87.66720409664428,34.07720409664428
2472,Player_2472,36,Brazil,Juventus,CDM,66,79,45,37,20,2431,53.67,3,Yes,Low,midfielder,57,0.0769230769230769,veteran,False,87.74686149621049,34.07686149621048
84,Player_84,34,Argentina,Manchester City,GK,67,98,41,19,23,755,54.29,4,Yes,Low,goalkeeper,42,0.2129801324503311,veteran,False,88.34521553507766,34.05521553507766
2687,Player_2687,21,Germany,FC Barcelona,ST,74,85,24,24,0,1602,55.05,4,Yes,Low,attacker,24,0.0830212234706616,young,False,89.00962429512079,33.95962429512079
1722,Player_1722,21,Spain,Bayern Munich,LB,63,81,38,30,21,3646,53.45,3,Yes,Medium,defender,51,0.0456664838178826,young,False,87.37947469150998,33.92947469150998
2799,Player_2799,22,Netherlands,Real Madrid,ST,75,73,34,7,6,1934,54.95,4,No,Medium,attacker,13,0.0431747673216132,young,False,88.85653893860643,33.90653893860643
667,Player_667,26,Germany,Manchester City,CDM,63,74,47,3,22,4307,53.36,1,No,High,midfielder,25,0.0291386115625725,prime,False,87.20842767304762,33.848427673047624
2148,Player_2148,31,Portugal,Real Madrid,GK,91,73,28,37,2,3994,57.31,5,No,Medium,goalkeeper,39,0.0546820230345518,veteran,False,91.08721147075866,33.77721147075866
2634,Player_2634,36,Germany,FC Barcelona,RB,91,86,10,15,0,623,57.63,2,No,Medium,defender,15,0.2431781701444622,veteran,False,91.39556802107101,33.76556802107101
1649,Player_1649,18,Germany,Real Madrid,LW,80,95,1,14,4,3439,56.33,4,Yes,Low,winger,18,0.029950567025298,young,False,90.09525405505637,33.765254055056374
1371,Player_1371,36,England,FC Barcelona,LW,76,92,40,5,24,3330,55.72,4,No,Medium,winger,29,0.0418918918918918,veteran,False,89.46298899079787,33.74298899079787
1674,Player_1674,38,Germany,FC Barcelona,CB,73,94,2,22,20,2214,55.35,1,No,Low,defender,42,0.0774616079494128,veteran,False,89.0916628606177,33.7416628606177
851,Player_851,19,Brazil,Bayern Munich,LB,94,70,8,12,19,3044,57.83,0,No,Low,defender,31,0.0627463863337713,young,False,91.43139095412376,33.60139095412376
502,Player_502,18,Spain,PSG,CM,91,87,51,25,13,3995,57.84,2,No,High,midfielder,38,0.0369211514392991,young,False,91.43230108222767,33.592301082227664
2084,Player_2084,18,Portugal,Bayern Munich,LW,83,87,1,29,7,1056,56.73,1,Yes,Medium,winger,36,0.1586174242424242,young,False,90.30945180746771,33.57945180746771
1824,Player_1824,22,Germany,PSG,LB,67,75,13,33,5,2803,54.22,2,No,Medium,defender,38,0.0511951480556546,young,False,87.78953965959248,33.56953965959248
2142,Player_2142,29,Spain,Real Madrid,CB,89,77,4,20,12,2294,57.35,2,No,Medium,defender,32,0.0773757628596338,prime,False,90.90525273955595,33.55525273955595
2241,Player_2241,19,France,Liverpool,RW,79,85,10,1,13,327,56.2,4,No,Low,winger,14,0.2706422018348624,young,False,89.6958614252682,33.4958614252682
767,Player_767,37,Portugal,FC Barcelona,ST,65,85,14,18,20,446,54.41,4,Yes,Low,attacker,38,0.3688340807174888,veteran,False,87.7376411281655,33.32764112816551
718,Player_718,37,Spain,Real Madrid,CDM,85,78,34,12,1,3581,57.06,1,No,Low,midfielder,13,0.0196872382016196,veteran,False,90.37539016041046,33.31539016041046
1637,Player_1637,18,France,PSG,GK,93,96,43,0,14,12,57.55,4,No,Medium,goalkeeper,14,18.6,young,False,90.83812044066319,33.28812044066319
965,Player_965,20,France,FC Barcelona,CDM,80,73,4,32,2,367,56.29,3,Yes,Low,midfielder,34,0.3051771117166212,young,False,89.53839138233187,33.24839138233187
43,Player_43,34,Spain,Bayern Munich,CDM,93,80,48,33,20,3041,58.33,3,Yes,Low,midfielder,53,0.0633015455442288,veteran,False,91.53764353509713,33.207643535097134
1030,Player_1030,39,Germany,Manchester City,LW,78,79,15,4,19,1718,56.22,2,No,High,winger,23,0.069557625145518,veteran,False,89.42080883279748,33.20080883279748
830,Player_830,22,Germany,Liverpool,LB,60,84,31,12,17,1052,53.83,5,Yes,Low,defender,29,0.1292775665399239,young,False,87.02989105782004,33.19989105782004
2516,Player_2516,39,England,FC Barcelona,LB,68,92,23,14,22,4102,55.21,3,No,Low,defender,36,0.0390053632374451,veteran,False,88.34748371288973,33.137483712889725
1640,Player_1640,28,Brazil,Real Madrid,CB,93,93,54,8,7,4167,58.74,4,No,Low,defender,15,0.0387568994480441,prime,False,91.85855856777067,33.11855856777067
1039,Player_1039,37,Germany,Liverpool,CB,65,79,27,32,10,3942,54.53,1,Yes,Low,defender,42,0.0379249112125824,veteran,False,87.60970095883008,33.079700958830074
2719,Player_2719,33,Brazil,PSG,CM,93,77,34,16,14,1706,58.46,1,No,Medium,midfielder,30,0.0788393903868698,veteran,False,91.4630041781254,33.0030041781254
1489,Player_1489,23,Argentina,Juventus,ST,75,88,2,7,11,3870,56.5,5,No,Low,attacker,18,0.0254521963824289,prime,False,89.22620076592915,32.72620076592915
616,Player_616,28,England,PSG,GK,72,89,5,14,1,4480,56.29,1,No,Low,goalkeeper,15,0.0385714285714285,prime,False,88.83162358943898,32.54162358943898
189,Player_189,23,Argentina,PSG,LW,77,88,22,39,1,4266,57.05,3,No,Low,winger,40,0.0418424753867791,prime,False,89.50415343870918,32.454153438709184
1502,Player_1502,17,Brazil,Bayern Munich,LW,88,93,49,11,18,4264,58.89,4,No,Low,winger,29,0.0341228893058161,young,False,91.16153458981745,32.27153458981745
2117,Player_2117,25,Germany,Juventus,CDM,63,69,4,23,7,1478,54.88,1,Yes,Low,midfielder,30,0.0713802435723951,prime,False,87.08306521470956,32.20306521470956
1982,Player_1982,31,Portugal,PSG,GK,75,80,44,17,15,3303,56.85,1,No,Low,goalkeeper,32,0.0544959128065395,veteran,False,89.02789288695449,32.17789288695449
938,Player_938,38,Argentina,PSG,RB,77,82,27,34,7,803,57.19,0,No,Low,defender,41,0.2036114570361145,veteran,False,89.34717052231156,32.15717052231156
1311,Player_1311,18,France,Bayern Munich,CB,75,92,37,8,14,4379,57.18,1,No,Medium,defender,22,0.0339118520210093,young,False,89.32399997455963,32.14399997455963
2354,Player_2354,17,Netherlands,Real Madrid,ST,83,73,33,7,3,1167,57.87,3,Yes,Low,attacker,10,0.0672664952870608,young,False,89.9707941971286,32.1007941971286
496,Player_496,26,France,Bayern Munich,LB,70,91,4,39,6,2036,56.54,1,No,Medium,defender,45,0.0766208251473477,prime,False,88.59961071464801,32.05961071464801
2427,Player_2427,37,Argentina,Liverpool,RB,90,85,45,7,24,1879,59.21,4,No,Medium,defender,31,0.1011176157530601,veteran,False,91.23990840609724,32.02990840609724
1888,Player_1888,20,Brazil,Liverpool,LB,60,84,37,28,17,2017,55.03,5,No,Low,defender,45,0.075359444719881,young,False,87.03306946216051,32.00306946216051
2775,Player_2775,20,Netherlands,Juventus,CDM,78,80,20,37,24,3723,57.53,3,No,Medium,midfielder,61,0.0561375235025517,young,False,89.44617440425853,31.916174404258527
545,Player_545,32,Brazil,FC Barcelona,CM,62,85,49,4,18,2345,55.6,5,No,Medium,midfielder,22,0.0473347547974413,veteran,False,87.3382148141973,31.7382148141973
44,Player_44,20,England,Manchester City,CDM,85,86,12,23,24,806,58.84,2,Yes,Medium,midfielder,47,0.2289081885856079,young,False,90.55965264192686,31.719652641926857
1419,Player_1419,38,Spain,Manchester City,ST,82,79,20,2,0,4274,58.42,3,No,Low,attacker,2,0.0114646700982686,veteran,False,89.98207105575945,31.562071055759446
506,Player_506,39,Brazil,Real Madrid,RB,82,80,8,19,2,4409,58.52,0,No,Low,defender,21,0.0331140848264912,veteran,False,90.00536932407101,31.48536932407101
1458,Player_1458,29,England,PSG,LB,73,95,11,39,15,1756,57.63,4,No,Low,defender,54,0.1016514806378132,prime,False,89.11481137218081,31.484811372180808
374,Player_374,17,Germany,Real Madrid,ST,80,92,13,9,3,4257,58.66,2,No,Low,attacker,12,0.0199671129903688,young,False,90.02211914602142,31.362119146021428
1718,Player_1718,21,England,Real Madrid,CM,79,70,48,18,20,2724,58.03,4,Yes,Medium,midfielder,38,0.0570851688693098,young,False,89.33983323487683,31.309833234876834
1811,Player_1811,22,Argentina,FC Barcelona,LB,61,68,6,18,12,2130,55.51,0,Yes,High,defender,30,0.0626760563380281,young,False,86.78008498301887,31.27008498301887
1905,Player_1905,26,Germany,Bayern Munich,RB,71,94,31,35,12,2955,57.63,1,No,Low,defender,47,0.0560067681895093,prime,False,88.81400873721857,31.18400873721857
548,Player_548,35,Germany,Bayern Munich,ST,90,83,4,35,5,1906,60.13,3,No,Low,attacker,40,0.1049317943336831,veteran,False,91.19053461788997,31.060534617889964
699,Player_699,29,Brazil,Juventus,LW,75,96,17,39,23,1625,58.39,2,Yes,Low,winger,62,0.1566153846153846,prime,False,89.41506465271812,31.025064652718115
188,Player_188,28,Argentina,Real Madrid,LW,68,80,31,17,0,3951,57.04,2,No,Low,winger,17,0.0236648949633004,prime,False,88.05349433033882,31.013494330338823
356,Player_356,18,Brazil,FC Barcelona,ST,88,89,45,6,1,3084,60.18,2,No,Medium,attacker,7,0.0230220492866407,young,False,91.06389107562914,30.883891075629144
2361,Player_2361,18,Germany,Bayern Munich,RB,78,73,7,16,22,4397,58.54,4,Yes,Low,defender,38,0.0402547191266772,young,False,89.27508935986947,30.73508935986947
1292,Player_1292,30,Germany,Liverpool,GK,85,72,1,29,13,4149,59.52,2,No,Medium,goalkeeper,42,0.0491684743311641,veteran,False,90.22620543746541,30.706205437465407
1476,Player_1476,29,Brazil,Liverpool,LW,79,91,35,14,24,1295,59.32,2,No,Medium,winger,38,0.1332046332046332,prime,False,89.85141003597899,30.531410035978986
570,Player_570,39,Netherlands,Juventus,RB,72,96,35,9,7,1642,58.52,5,No,High,defender,16,0.0797807551766138,veteran,False,89.00121566772562,30.481215667725614
1808,Player_1808,38,Spain,Liverpool,CB,82,66,7,9,22,3055,59.24,2,No,Medium,defender,31,0.0576104746317512,veteran,False,89.65988266241571,30.41988266241571
1385,Player_1385,24,Brazil,FC Barcelona,CB,78,98,43,8,0,693,59.5,1,Yes,Medium,defender,8,0.1803751803751803,prime,False,89.88119127855025,30.381191278550247
1450,Player_1450,19,Germany,Real Madrid,GK,90,81,46,11,11,1988,60.77,1,No,Medium,goalkeeper,22,0.1086519114688128,young,False,91.14116637448463,30.371166374484623
1482,Player_1482,26,Germany,PSG,RB,65,74,7,6,7,3432,57.24,3,No,Low,defender,13,0.0342365967365967,prime,False,87.48704601211038,30.24704601211038
2680,Player_2680,19,Spain,Real Madrid,RB,67,94,50,32,12,199,57.98,3,No,Medium,defender,44,0.7864321608040201,young,False,88.21311337672,30.233113376720006
2723,Player_2723,37,Argentina,Manchester City,LB,85,72,13,14,0,1612,60.01,1,No,Medium,defender,14,0.0877791563275434,veteran,False,90.22392938713013,30.21392938713013
1965,Player_1965,36,Spain,FC Barcelona,ST,84,89,32,5,21,1734,60.31,3,Yes,High,attacker,26,0.0720876585928489,veteran,False,90.50316100315607,30.193161003156064
2387,Player_2387,19,England,Juventus,ST,80,74,39,34,2,3075,59.42,4,No,Low,attacker,36,0.0591869918699187,young,False,89.57746665899725,30.15746665899725
2069,Player_2069,32,England,PSG,LB,60,93,9,28,5,4367,57.16,3,No,Low,defender,33,0.0293107396381955,veteran,False,87.25695423710204,30.09695423710204
340,Player_340,37,Spain,FC Barcelona,LB,77,94,14,10,6,2752,59.6,4,No,High,defender,16,0.0499636627906976,veteran,False,89.65112154686615,30.05112154686615
339,Player_339,36,France,Real Madrid,RW,84,94,45,10,7,2114,60.81,3,No,Low,winger,17,0.0480132450331125,veteran,False,90.62745252719547,29.81745252719547
2773,Player_2773,22,France,Real Madrid,CDM,73,82,37,31,16,1547,59.0,0,Yes,Low,midfielder,47,0.1050420168067226,young,False,88.79514334723942,29.795143347239417
773,Player_773,22,France,Real Madrid,GK,93,65,28,32,16,2609,61.41,1,Yes,Low,goalkeeper,48,0.0855500191644308,young,False,91.16771491159828,29.757714911598285
1994,Player_1994,19,Argentina,Liverpool,CDM,73,68,12,23,12,3868,58.7,5,No,Low,midfielder,35,0.0337383660806618,young,False,88.45530397548153,29.755303975481525
2056,Player_2056,35,Netherlands,Real Madrid,RW,88,95,7,25,13,2134,61.58,3,No,Low,winger,38,0.0829428303655107,veteran,False,91.207805663971,29.627805663971003
1789,Player_1789,30,France,Real Madrid,ST,72,74,22,19,3,362,58.89,4,No,Low,attacker,22,0.3342541436464088,veteran,False,88.44557636702497,29.55557636702497
2587,Player_2587,21,Netherlands,FC Barcelona,ST,69,98,30,16,14,4173,59.13,2,No,Medium,attacker,30,0.0336688233884495,young,False,88.63470456624614,29.50470456624614
1537,Player_1537,35,Portugal,Manchester City,GK,73,92,44,5,15,981,59.56,0,No,Low,goalkeeper,20,0.1785932721712538,veteran,False,89.036552331064,29.476552331064
39,Player_39,23,Brazil,Juventus,CDM,93,72,3,38,24,328,61.84,4,Yes,Medium,midfielder,62,0.6661585365853658,prime,False,91.30551009727317,29.465510097273167
1217,Player_1217,26,Germany,Manchester City,RB,80,75,39,2,13,671,60.14,3,No,Medium,defender,15,0.2205663189269746,prime,False,89.59252802763856,29.452528027638564
123,Player_123,17,Argentina,Real Madrid,CB,81,71,8,15,19,160,60.14,5,No,High,defender,34,1.090625,young,False,89.58240071573564,29.442400715735644
241,Player_241,24,Germany,PSG,ST,91,86,50,26,24,1115,62.01,3,No,High,attacker,50,0.1986547085201793,prime,False,91.39819262220516,29.38819262220516
557,Player_557,30,Brazil,Manchester City,CB,64,92,24,37,16,4373,58.52,3,No,Low,defender,53,0.0377315344157329,veteran,False,87.78972108592926,29.269721085929255
2358,Player_2358,18,Brazil,Juventus,RB,62,71,18,35,8,483,57.73,3,No,Medium,defender,43,0.2981366459627329,young,False,86.97938773259567,29.24938773259567
864,Player_864,19,Spain,Bayern Munich,CM,63,71,8,19,0,3606,57.92,4,No,Low,midfielder,19,0.0192734331669439,young,False,87.13528579181497,29.215285791814964
2641,Player_2641,19,Argentina,PSG,CB,70,76,25,17,7,2082,59.19,4,Yes,Low,defender,24,0.0653218059558117,young,False,88.2316596729559,29.041659672955902
192,Player_192,33,France,Juventus,LW,76,72,18,27,8,111,59.87,5,No,Low,winger,35,1.445945945945946,veteran,False,88.88873232699521,29.018732326995213
2341,Player_2341,38,France,Manchester City,ST,83,77,46,15,13,63,60.96,4,Yes,Low,attacker,28,2.2301587301587302,veteran,False,89.94159235991481,28.981592359914806
2244,Player_2244,26,England,Manchester City,LW,93,65,14,39,16,2535,62.3,4,No,Low,winger,55,0.0942800788954635,prime,False,91.16720028573957,28.86720028573957
1508,Player_1508,20,Spain,FC Barcelona,GK,69,87,24,13,13,1898,59.61,1,No,Low,goalkeeper,26,0.087249736564805,young,False,88.36122683001142,28.75122683001142
452,Player_452,33,Brazil,PSG,RB,67,89,3,15,12,782,59.44,2,No,Medium,defender,27,0.178388746803069,veteran,False,88.12608439037653,28.686084390376536
899,Player_899,24,Spain,Real Madrid,LB,88,85,47,38,10,78,62.22,2,No,Low,defender,48,2.435897435897436,prime,False,90.82335726222655,28.603357262226552
101,Player_101,19,Argentina,Real Madrid,CM,77,82,34,20,8,1317,60.79,2,No,High,midfielder,28,0.0839028094153378,young,False,89.35422719402688,28.564227194026877
14,Player_14,24,France,Real Madrid,CM,93,84,37,5,2,2838,63.31,5,No,High,midfielder,7,0.0227272727272727,prime,False,91.63833323111427,28.32833323111427
2155,Player_2155,20,Spain,Manchester City,LW,79,80,12,27,6,715,61.27,1,No,High,winger,33,0.2167832167832167,young,False,89.5761639754297,28.30616397542969
1950,Player_1950,29,Germany,Juventus,CB,79,70,47,7,7,3213,61.05,0,Yes,High,defender,14,0.0434173669467787,prime,False,89.34063893432425,28.29063893432425
549,Player_549,33,Brazil,Bayern Munich,CM,87,83,53,6,19,2485,62.51,1,No,Low,midfielder,25,0.052917505030181,veteran,False,90.77522250558229,28.265222505582294
1695,Player_1695,18,Netherlands,Real Madrid,CM,79,86,37,12,12,1018,61.53,1,No,Low,midfielder,24,0.1095284872298624,young,False,89.7299333463693,28.199933346369292
1259,Player_1259,39,Netherlands,FC Barcelona,GK,79,88,12,33,15,3084,61.61,2,Yes,Medium,goalkeeper,48,0.0614785992217898,veteran,False,89.78191477308664,28.17191477308664
40,Player_40,37,Spain,Liverpool,RW,64,91,7,0,16,546,59.63,5,No,High,winger,16,0.1611721611721611,veteran,False,87.75786994518725,28.12786994518725
815,Player_815,24,Portugal,FC Barcelona,RW,72,98,44,37,15,2665,61.0,1,Yes,High,winger,52,0.0818011257035647,prime,False,89.05024551672318,28.05024551672318
1388,Player_1388,27,Spain,Juventus,CDM,87,81,14,24,9,2846,62.69,3,No,Medium,midfielder,33,0.0447997189037245,prime,False,90.72655209143804,28.03655209143804
2741,Player_2741,37,Portugal,Real Madrid,CDM,64,94,50,21,3,50,59.72,5,No,Medium,midfielder,24,1.72,veteran,False,87.73970245812275,28.01970245812275
203,Player_203,17,Argentina,Real Madrid,CDM,84,87,6,6,3,2233,62.49,4,No,Low,midfielder,9,0.0295566502463054,young,False,90.45651920446024,27.966519204460234
66,Player_66,26,England,Manchester City,RW,73,78,9,1,11,3674,60.76,5,No,High,winger,12,0.0213663581927055,prime,False,88.70177802581162,27.941778025811622
457,Player_457,32,Argentina,PSG,LW,74,89,14,12,10,2033,61.17,4,No,Low,winger,22,0.0560747663551401,veteran,False,89.10951064882713,27.939510648827124
1891,Player_1891,34,Portugal,PSG,CM,85,81,17,8,2,1357,62.51,5,No,Medium,midfielder,10,0.0490051584377302,veteran,False,90.44738532738428,27.937385327384284
214,Player_214,22,Argentina,Real Madrid,CDM,72,91,45,23,21,2451,61.02,5,No,Low,midfielder,44,0.0677274581803345,young,False,88.87905382602986,27.859053826029857
2196,Player_2196,29,England,FC Barcelona,CM,82,90,15,31,21,1654,62.42,5,No,Medium,midfielder,52,0.1130592503022974,prime,False,90.24640139506994,27.826401395069936
2232,Player_2232,18,Brazil,Bayern Munich,LW,73,83,3,24,2,2136,61.07,0,No,Low,winger,26,0.059691011235955,young,False,88.82239120465951,27.75239120465951
421,Player_421,39,Portugal,Manchester City,RW,90,87,39,10,12,997,63.7,3,No,Low,winger,22,0.1223671013039117,veteran,False,91.28780472335089,27.587804723350885
2506,Player_2506,34,Netherlands,Real Madrid,LB,61,95,8,5,9,1231,59.92,5,No,Low,defender,14,0.0930138099106417,veteran,False,87.44180739920355,27.521807399203553
1142,Player_1142,24,Germany,PSG,RW,69,67,25,26,4,1485,60.51,0,Yes,Low,winger,30,0.0939393939393939,prime,False,87.86934301069434,27.35934301069434
2371,Player_2371,22,Brazil,FC Barcelona,ST,82,67,35,25,0,3415,62.35,0,No,Low,attacker,25,0.0412884333821376,young,False,89.6854192995061,27.335419299506093
1721,Player_1721,35,France,FC Barcelona,ST,93,92,53,7,23,930,64.56,3,No,Low,attacker,30,0.1543010752688172,veteran,False,91.82717291271476,27.267172912714756
753,Player_753,38,France,Real Madrid,CB,64,93,35,34,9,1584,60.59,4,Yes,Medium,defender,43,0.0934343434343434,veteran,False,87.81101195018879,27.22101195018878
1526,Player_1526,30,France,Bayern Munich,CM,64,67,1,28,23,3926,59.96,2,No,High,midfielder,51,0.0458481915435557,veteran,False,87.1748807786592,27.2148807786592
131,Player_131,39,Argentina,Liverpool,GK,63,78,27,0,6,2843,60.16,1,No,Medium,goalkeeper,6,0.0531832571227576,veteran,False,87.3053081664495,27.14530816644951
1010,Player_1010,21,Netherlands,FC Barcelona,LB,70,70,12,1,19,2105,60.95,4,No,Medium,defender,20,0.0684085510688836,young,False,88.08403087150774,27.134030871507733
2082,Player_2082,35,Germany,Real Madrid,ST,80,69,20,33,21,2030,62.32,1,No,Low,attacker,54,0.1157635467980295,veteran,False,89.45125917528209,27.13125917528209
1080,Player_1080,21,Portugal,PSG,RW,73,84,47,4,12,2216,61.76,4,No,High,winger,16,0.0417418772563176,young,False,88.84802375678589,27.088023756785894
2622,Player_2622,26,Brazil,Liverpool,CM,67,66,53,35,6,2793,60.6,1,No,Low,midfielder,41,0.0456498388829215,prime,False,87.5686962858221,26.968696285822098
1147,Player_1147,37,Brazil,Liverpool,LB,81,68,44,37,1,3974,62.61,4,No,Low,defender,38,0.0403875188726723,veteran,False,89.57058745150773,26.960587451507735
1639,Player_1639,29,Brazil,PSG,LW,63,83,50,8,11,2207,60.54,0,No,Medium,winger,19,0.044404168554599,prime,False,87.42869805063756,26.888698050637565
2016,Player_2016,28,Brazil,FC Barcelona,ST,90,92,24,23,13,674,64.93,0,No,Medium,attacker,36,0.2611275964391691,prime,False,91.40249733772677,26.472497337726764
1550,Player_1550,31,England,Bayern Munich,CB,88,87,27,22,7,957,64.63,2,No,Low,defender,29,0.1755485893416928,veteran,False,91.0057508838596,26.37575088385961
2404,Player_2404,30,Portugal,Liverpool,LB,68,97,41,17,6,3022,62.18,5,No,Low,defender,23,0.043348775645268,veteran,False,88.47010004242397,26.290100042423965
499,Player_499,29,Brazil,Juventus,LW,60,86,25,15,9,3746,60.85,0,No,Low,winger,24,0.0304324612920448,prime,False,87.08486679764587,26.23486679764587
2360,Player_2360,37,Spain,Bayern Munich,RW,94,67,46,19,20,4069,65.14,3,No,Low,winger,39,0.0450970754485131,veteran,False,91.35870793754842,26.218707937548416
497,Player_497,27,Argentina,Liverpool,CM,62,79,24,36,14,3552,61.03,1,Yes,Medium,midfielder,50,0.0447635135135135,prime,False,87.19091954381284,26.160919543812838
2563,Player_2563,29,Argentina,Juventus,ST,73,72,2,10,12,4080,62.4,0,No,Low,attacker,22,0.0275735294117647,prime,False,88.55396527923436,26.153965279234363
527,Player_527,19,Netherlands,FC Barcelona,LW,72,67,1,10,6,3482,62.16,0,No,Low,winger,16,0.0264215967834577,young,False,88.29170138666262,26.131701386662627
2242,Player_2242,23,Netherlands,Bayern Munich,CB,69,82,33,31,23,1835,62.15,5,No,Low,defender,54,0.0983651226158038,prime,False,88.23769922407398,26.08769922407398
1507,Player_1507,34,France,Bayern Munich,LW,82,84,3,35,5,3950,64.05,4,No,Low,winger,40,0.0458227848101265,veteran,False,90.10291805697027,26.05291805697027
2396,Player_2396,25,Netherlands,Manchester City,CDM,69,65,17,37,24,3129,61.87,3,No,High,midfielder,61,0.0653563438798338,prime,False,87.82187899769163,25.95187899769163
2661,Player_2661,38,England,PSG,CDM,75,80,33,11,18,2534,63.25,5,No,Low,midfielder,29,0.0518942383583267,veteran,False,89.02804625233665,25.77804625233665
982,Player_982,17,England,Bayern Munich,CM,65,75,5,31,24,1851,61.74,3,No,Low,midfielder,55,0.1029173419773095,young,False,87.50757184362347,25.767571843623465
1660,Player_1660,21,Germany,Juventus,LB,92,71,13,4,17,3668,65.55,3,No,Medium,defender,21,0.0479825517993456,young,False,91.17791687815026,25.62791687815026
2136,Player_2136,39,Portugal,Real Madrid,CM,88,79,34,17,13,1722,65.24,5,No,Low,midfielder,30,0.0754936120789779,veteran,False,90.81505320780956,25.57505320780956
251,Player_251,36,England,Bayern Munich,RW,60,84,51,21,21,2815,61.46,2,No,Low,winger,42,0.0628774422735346,veteran,False,87.03380526024499,25.57380526024499
907,Player_907,22,France,Manchester City,ST,93,80,23,12,5,828,66.01,1,No,Medium,attacker,17,0.1322463768115942,young,False,91.5335793254482,25.523579325448196
742,Player_742,29,England,Manchester City,RB,80,89,25,13,1,2865,64.43,0,Yes,High,defender,14,0.0471204188481675,prime,False,89.94679507247461,25.516795072474608
1340,Player_1340,29,Portugal,FC Barcelona,RW,76,71,14,0,10,3826,63.46,5,No,Low,winger,10,0.0190799790904338,prime,False,88.94826977769293,25.488269777692928
