player_id,player_name,age,nationality,club,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,position_group,goal_contribution,performance_score,age_group,experienced
510,Player_510,18,Brazil,Juventus,GK,71,79,8,15,10,402,8.81,5,No,Medium,goalkeeper,25,0.42388059701492536,young,False
511,Player_511,35,England,PSG,CDM,90,97,25,35,17,1147,27.53,4,No,Low,midfielder,52,0.15954664341761116,veteran,False
512,Player_512,25,France,Liverpool,LW,91,65,34,5,13,612,19.4,3,Yes,Low,winger,18,0.1772875816993464,prime,False
513,Player_513,23,Portugal,FC Barcelona,CB,79,69,26,18,13,1876,148.65,5,Yes,High,defender,31,0.08662046908315565,prime,False
514,Player_514,20,England,FC Barcelona,LB,76,73,30,30,5,1613,8.4,4,No,Low,defender,35,0.09547427154370738,young,False
515,Player_515,37,Germany,PSG,LW,62,70,18,1,8,3017,119.8,5,No,Low,winger,9,0.020715942989724893,veteran,False
516,Player_516,34,Netherlands,FC Barcelona,LW,60,92,42,17,21,1734,8.48,3,No,High,winger,38,0.09400230680507497,veteran,False
517,Player_517,29,Germany,Liverpool,ST,86,90,37,27,2,3548,141.67,0,No,Low,attacker,29,0.04425028184892897,prime,False
518,Player_518,27,Spain,Juventus,CM,92,92,5,3,16,2919,164.33,0,No,Low,midfielder,19,0.03973963686193902,prime,False
519,Player_519,20,Spain,FC Barcelona,LB,79,79,14,0,11,2150,87.89,2,No,Low,defender,11,0.06534883720930233,young,False
520,Player_520,37,England,PSG,GK,73,70,28,15,3,2380,144.92,5,No,Medium,goalkeeper,18,0.07361344537815126,veteran,False
521,Player_521,20,Netherlands,Manchester City,RW,64,91,46,1,19,1810,127.3,3,No,Low,winger,20,0.056353591160221,young,False
522,Player_522,26,Brazil,Manchester City,LB,82,68,44,35,15,3201,143.32,4,No,Medium,defender,50,0.05873164636051234,prime,False
523,Player_523,21,Germany,Real Madrid,LB,74,75,53,0,23,752,138.14,2,Yes,Low,defender,23,0.20877659574468085,young,False
524,Player_524,25,Brazil,FC Barcelona,LB,65,85,4,38,9,2472,37.36,5,No,Low,defender,47,0.06209546925566343,prime,False
525,Player_525,19,Netherlands,Juventus,LW,92,94,13,22,6,1341,90.17,2,No,Medium,winger,28,0.10738255033557047,young,False
526,Player_526,33,Brazil,PSG,CB,78,82,52,25,9,504,172.89,5,No,Low,defender,34,0.31746031746031744,veteran,False
527,Player_527,19,Netherlands,FC Barcelona,LW,72,67,1,10,6,3482,62.16,0,No,Low,winger,16,0.026421596783457783,young,False
528,Player_528,32,England,Bayern Munich,CB,88,76,22,0,22,1969,174.7,4,No,Medium,defender,22,0.0893854748603352,veteran,False
529,Player_529,20,Brazil,Liverpool,RW,65,91,43,10,17,4049,105.18,3,Yes,High,winger,27,0.03136576932575945,young,False
530,Player_530,34,Germany,FC Barcelona,LW,74,94,51,23,8,4147,83.36,0,Yes,Low,winger,31,0.035085604051121294,veteran,False
531,Player_531,33,France,FC Barcelona,CB,75,85,45,9,21,3637,118.57,2,No,Medium,defender,30,0.044954632939235635,veteran,False
532,Player_532,23,Spain,Manchester City,LW,83,85,18,13,17,2422,146.94,1,No,Low,winger,30,0.060487200660611064,prime,False
533,Player_533,39,France,Liverpool,CDM,82,79,23,13,16,4484,71.26,2,Yes,High,midfielder,29,0.029214986619090097,veteran,False
534,Player_534,21,Brazil,PSG,LW,69,82,19,6,10,673,6.42,1,No,High,winger,16,0.13447251114413075,young,False
535,Player_535,28,France,FC Barcelona,RW,76,93,46,22,0,592,127.73,5,No,High,winger,22,0.19425675675675674,prime,False
536,Player_536,33,Germany,Manchester City,RW,89,85,26,21,16,2779,172.13,0,Yes,Low,winger,37,0.06261245052177042,veteran,False
537,Player_537,39,Germany,Real Madrid,CB,69,81,51,35,3,3668,112.69,5,No,Low,defender,38,0.03939476553980371,veteran,False
538,Player_538,29,Brazil,Liverpool,CB,78,82,23,26,3,2552,34.32,3,No,Low,defender,29,0.058385579937304075,prime,False
539,Player_539,39,England,Manchester City,RW,88,76,16,1,13,4178,45.06,4,No,Low,winger,14,0.02225945428434658,veteran,False
540,Player_540,19,France,Manchester City,RW,61,75,24,38,8,3138,163.8,1,No,Medium,winger,46,0.06102613129381772,young,False
541,Player_541,25,England,Juventus,ST,78,84,45,18,12,2500,2.93,4,No,Low,attacker,30,0.0588,prime,False
542,Player_542,33,England,Manchester City,LB,66,73,54,6,15,2793,99.0,5,No,Medium,defender,21,0.04833512352309345,veteran,False
543,Player_543,33,Netherlands,Juventus,RB,85,65,30,11,0,4293,28.98,0,No,High,defender,11,0.03226182156999767,veteran,False
544,Player_544,36,Argentina,FC Barcelona,LW,74,67,27,2,2,1712,51.26,0,No,Low,winger,4,0.029789719626168224,veteran,False
545,Player_545,32,Brazil,FC Barcelona,CM,62,85,49,4,18,2345,55.6,5,No,Medium,midfielder,22,0.04733475479744136,veteran,False
546,Player_546,38,Spain,Real Madrid,LB,75,87,27,7,7,299,39.86,5,No,Low,defender,14,0.44648829431438125,veteran,False
547,Player_547,29,Germany,Bayern Munich,RB,61,73,21,13,17,4224,142.73,0,Yes,Low,defender,30,0.03278882575757576,prime,False
548,Player_548,35,Germany,Bayern Munich,ST,90,83,4,35,5,1906,60.13,3,No,Low,attacker,40,0.1049317943336831,veteran,False
549,Player_549,33,Brazil,Bayern Munich,CM,87,83,53,6,19,2485,62.51,1,No,Low,midfielder,25,0.05291750503018108,veteran,False
550,Player_550,20,Netherlands,Juventus,CB,66,87,43,6,5,206,81.81,4,No,Low,defender,11,0.558252427184466,young,False
551,Player_551,28,Portugal,Liverpool,RW,89,91,41,31,4,293,162.46,2,Yes,Medium,winger,35,0.5699658703071673,prime,False
552,Player_552,25,Portugal,Liverpool,CDM,66,91,7,7,11,1873,124.03,5,Yes,Medium,midfielder,18,0.048585157501334755,prime,False
553,Player_553,35,Portugal,Real Madrid,GK,88,76,37,11,8,3758,11.58,5,No,Low,goalkeeper,19,0.056200106439595526,veteran,False
554,Player_554,28,Netherlands,Liverpool,RW,83,91,27,9,8,2088,7.55,0,No,High,winger,17,0.04837164750957854,prime,False
555,Player_555,25,Spain,Bayern Munich,CDM,63,98,46,13,16,1772,102.17,4,No,High,midfielder,29,0.0685665914221219,prime,False
556,Player_556,23,Germany,Bayern Munich,RB,88,97,11,8,18,2863,159.73,4,No,Medium,defender,26,0.06147397834439399,prime,False
557,Player_557,30,Brazil,Manchester City,CB,64,92,24,37,16,4373,58.52,3,No,Low,defender,53,0.037731534415732904,veteran,False
558,Player_558,36,Netherlands,Liverpool,CM,88,95,37,29,21,3426,44.98,1,No,Low,midfielder,50,0.0542907180385289,veteran,False
559,Player_559,35,Germany,FC Barcelona,RB,89,96,43,4,15,528,134.8,3,Yes,Medium,defender,19,0.3172348484848485,veteran,False
560,Player_560,31,England,FC Barcelona,RW,88,84,14,0,11,2133,108.58,3,No,High,winger,11,0.03867791842475387,veteran,False
561,Player_561,32,France,Manchester City,RW,85,95,43,0,2,1924,101.92,4,No,Low,winger,2,0.02572765072765073,veteran,False
562,Player_562,37,France,Manchester City,CM,78,95,40,19,13,1360,27.3,1,No,Medium,midfielder,32,0.09485294117647058,veteran,False
563,Player_563,21,Netherlands,Manchester City,GK,85,86,50,10,16,862,32.09,1,Yes,Low,goalkeeper,26,0.23665893271461716,young,False
564,Player_564,19,Germany,FC Barcelona,CDM,86,73,52,25,21,3216,51.08,1,Yes,Medium,midfielder,46,0.05503731343283582,young,False
565,Player_565,28,Argentina,Bayern Munich,RB,89,73,33,2,15,2362,37.63,0,No,Low,defender,17,0.07006773920406435,prime,False
566,Player_566,36,Spain,Manchester City,CB,89,79,44,5,20,4320,174.87,1,No,Medium,defender,25,0.04131944444444444,veteran,False
567,Player_567,37,Portugal,Real Madrid,RW,62,77,12,10,11,3494,3.84,4,No,Medium,winger,21,0.029908414424728105,veteran,False
568,Player_568,20,Spain,Juventus,RB,66,86,7,7,23,1967,112.88,0,Yes,Low,defender,30,0.07727503812913065,young,False
569,Player_569,37,Spain,Manchester City,GK,68,80,12,28,1,67,93.41,2,No,Low,goalkeeper,29,2.435820895522388,veteran,False
570,Player_570,39,Netherlands,Juventus,RB,72,96,35,9,7,1642,58.52,5,No,High,defender,16,0.07978075517661389,veteran,False
571,Player_571,32,England,PSG,CM,74,66,5,33,11,1020,159.82,3,No,Medium,midfielder,44,0.14411764705882352,veteran,False
572,Player_572,23,Spain,Manchester City,CB,64,90,37,23,20,3143,120.79,1,Yes,Medium,defender,43,0.050588609608654155,prime,False
573,Player_573,29,France,FC Barcelona,ST,88,78,31,16,15,1470,179.7,2,No,Medium,attacker,31,0.10408163265306122,prime,False
574,Player_574,37,England,Liverpool,CM,94,98,20,31,7,1382,30.77,1,No,High,midfielder,38,0.09913169319826338,veteran,False
575,Player_575,26,Brazil,Manchester City,RB,86,72,43,10,15,2930,16.27,3,No,Low,defender,25,0.05767918088737201,prime,False
576,Player_576,23,Spain,Liverpool,ST,86,85,43,33,9,1336,25.52,4,No,High,attacker,42,0.15119760479041916,prime,False
577,Player_577,30,Spain,PSG,RW,67,92,48,23,19,3166,48.84,4,No,Low,winger,42,0.05701200252684776,veteran,False
578,Player_578,21,Brazil,Real Madrid,ST,91,70,6,4,14,1242,75.31,3,No,Low,attacker,18,0.08333333333333333,young,False
579,Player_579,19,Spain,Liverpool,GK,79,84,25,28,3,1705,155.34,2,No,Medium,goalkeeper,31,0.11120234604105572,young,False
580,Player_580,39,Brazil,Juventus,LW,69,95,14,33,14,3199,51.4,0,Yes,High,winger,47,0.06220693966864645,veteran,False
581,Player_581,27,England,Bayern Munich,GK,72,97,48,15,3,2594,164.79,5,Yes,Low,goalkeeper,18,0.06661526599845798,prime,False
582,Player_582,27,France,Manchester City,CM,88,71,41,24,10,3937,83.59,5,Yes,Low,midfielder,34,0.03352806705613411,prime,False
583,Player_583,34,Brazil,PSG,LW,94,72,22,36,5,1679,116.65,5,No,Medium,winger,41,0.11346039309112567,veteran,False
584,Player_584,31,Argentina,PSG,CM,67,73,51,7,3,1315,47.96,0,Yes,Low,midfielder,10,0.04524714828897338,veteran,False
585,Player_585,28,Netherlands,Liverpool,CB,88,66,37,28,8,567,28.5,1,No,High,defender,36,0.31040564373897706,prime,False
586,Player_586,25,Netherlands,Real Madrid,LB,90,81,40,24,8,2704,156.57,3,No,Medium,defender,32,0.0647189349112426,prime,False
587,Player_587,26,Brazil,FC Barcelona,RW,89,81,14,22,2,2451,20.16,3,Yes,High,winger,24,0.052427580579355364,prime,False
588,Player_588,28,Netherlands,Manchester City,RW,81,94,47,33,22,1748,139.44,0,No,Low,winger,55,0.13329519450800914,prime,False
589,Player_589,33,Spain,PSG,RB,80,70,52,2,4,647,104.79,2,Yes,Low,defender,6,0.2009273570324575,veteran,False
590,Player_590,22,Portugal,Real Madrid,CDM,71,68,39,29,14,2193,155.07,5,No,Medium,midfielder,43,0.06817145462836298,young,False
591,Player_591,23,Portugal,Bayern Munich,CM,70,73,15,33,8,2808,129.35,3,No,Low,midfielder,41,0.047364672364672365,prime,False
592,Player_592,30,Netherlands,PSG,LB,61,70,31,31,1,124,51.06,4,No,Medium,defender,32,1.0040322580645162,veteran,False
593,Player_593,29,England,Real Madrid,LB,61,77,36,28,2,1537,103.61,4,No,Low,defender,30,0.08035133376707873,prime,False
594,Player_594,24,Germany,FC Barcelona,GK,93,86,17,8,20,1970,2.85,3,No,Low,goalkeeper,28,0.11329949238578679,prime,False
595,Player_595,26,England,FC Barcelona,GK,62,92,19,1,11,2762,85.8,5,No,High,goalkeeper,12,0.05387400434467776,prime,False
596,Player_596,25,Germany,PSG,CDM,75,94,45,38,15,1817,15.94,5,No,Medium,midfielder,53,0.09548706659328564,prime,False
597,Player_597,34,Portugal,Juventus,RB,63,66,1,6,4,814,77.5,5,No,Low,defender,10,0.1332923832923833,veteran,False
598,Player_598,18,Portugal,PSG,ST,82,72,54,4,9,3101,20.18,2,No,High,attacker,13,0.02708803611738149,young,False
599,Player_599,21,Brazil,Liverpool,GK,79,73,22,7,14,4151,172.01,4,No,Medium,goalkeeper,21,0.04567574078535293,young,False
600,Player_600,21,France,Manchester City,RB,84,65,29,31,13,1654,94.39,2,No,Medium,defender,44,0.11064087061668681,young,False
601,Player_601,22,Argentina,Real Madrid,CB,89,77,2,17,13,131,164.42,0,Yes,Low,defender,30,1.3473282442748091,young,False
602,Player_602,35,England,PSG,RW,77,79,45,37,22,230,4.51,1,No,Low,winger,59,1.065217391304348,veteran,False
603,Player_603,24,Spain,Manchester City,RW,70,96,38,17,12,394,114.96,5,No,High,winger,29,0.3464467005076142,prime,False
604,Player_604,32,Germany,Liverpool,RB,88,98,46,15,15,3573,55.6,0,No,Low,defender,30,0.04953820319059614,veteran,False
605,Player_605,29,Netherlands,Manchester City,CDM,76,95,48,20,7,981,78.01,1,No,Low,midfielder,27,0.10805300713557595,prime,False
607,Player_607,38,France,FC Barcelona,CDM,82,78,40,3,16,1409,176.41,1,No,Low,midfielder,19,0.07877927608232789,veteran,False
608,Player_608,36,Germany,Real Madrid,RB,79,93,21,7,16,2955,44.75,1,No,Medium,defender,23,0.0532994923857868,veteran,False
609,Player_609,33,England,Real Madrid,CM,61,83,28,18,2,2741,170.71,3,Yes,Low,midfielder,20,0.027179861364465523,veteran,False
610,Player_610,23,Brazil,FC Barcelona,LW,83,91,13,39,0,2938,124.13,1,No,Low,winger,39,0.0605854322668482,prime,False
611,Player_611,29,Spain,Juventus,RW,90,73,47,39,16,3420,171.28,3,No,High,winger,55,0.06944444444444445,prime,False
612,Player_612,20,France,PSG,RB,86,92,27,8,23,2504,101.44,1,Yes,Medium,defender,31,0.07308306709265176,young,False
613,Player_613,20,England,Real Madrid,LB,61,88,20,29,15,3033,172.96,3,No,Low,defender,44,0.04962083745466535,young,False
614,Player_614,22,Portugal,PSG,LW,73,92,44,16,16,3979,160.7,4,No,Medium,winger,32,0.03732093490826841,young,False
615,Player_615,35,Portugal,Liverpool,CB,63,82,31,39,24,3823,23.58,4,No,Low,defender,63,0.04747580434213968,veteran,False
616,Player_616,28,England,PSG,GK,72,89,5,14,1,4480,56.29,1,No,Low,goalkeeper,15,0.03857142857142857,prime,False
617,Player_617,38,England,Manchester City,CM,94,68,53,3,24,711,44.13,2,Yes,Medium,midfielder,27,0.20956399437412096,veteran,False
619,Player_619,26,Germany,Juventus,LW,61,90,20,15,6,1471,144.6,0,No,High,winger,21,0.07070020394289599,prime,False
620,Player_620,35,England,PSG,LW,65,72,3,25,24,3699,136.81,0,Yes,Medium,winger,49,0.055150040551500405,veteran,False
621,Player_621,23,Spain,Juventus,GK,90,88,2,36,18,3186,130.95,3,No,High,goalkeeper,54,0.06779661016949153,prime,False
622,Player_622,19,France,Juventus,LB,69,80,48,22,0,1142,67.86,2,No,High,defender,22,0.10989492119089317,young,False
623,Player_623,29,Germany,Liverpool,LB,80,84,29,12,16,3981,25.56,5,No,Medium,defender,28,0.04119567947751821,prime,False
624,Player_624,29,England,Bayern Munich,ST,69,79,30,16,9,2568,38.3,3,No,High,attacker,25,0.048870716510903425,prime,False
625,Player_625,34,Argentina,FC Barcelona,CB,82,71,33,26,5,1608,133.63,1,No,Medium,defender,31,0.09888059701492537,veteran,False
626,Player_626,36,Netherlands,Juventus,LB,62,81,18,21,6,3822,26.98,4,No,Low,defender,27,0.03296703296703297,veteran,False
627,Player_627,24,Argentina,Real Madrid,CB,91,86,19,36,24,1897,40.52,2,No,Low,defender,60,0.11623616236162361,prime,False
628,Player_628,25,France,Manchester City,CB,79,86,22,18,5,2192,76.71,3,No,Low,defender,23,0.06683394160583941,prime,False
629,Player_629,23,Portugal,Real Madrid,LW,69,76,53,38,4,4072,13.44,3,Yes,High,winger,42,0.044572691552062865,prime,False
630,Player_630,17,Brazil,Liverpool,CB,88,82,39,34,1,1091,38.68,0,No,Medium,defender,35,0.153987167736022,young,False
631,Player_631,19,Brazil,Liverpool,CM,93,79,24,12,17,699,27.38,1,No,Medium,midfielder,29,0.19814020028612303,young,False
632,Player_632,29,Netherlands,Real Madrid,GK,79,80,14,13,23,4092,171.26,3,No,Low,goalkeeper,36,0.04633431085043988,prime,False
633,Player_633,33,Portugal,FC Barcelona,ST,67,69,37,30,16,1901,34.88,0,No,Medium,attacker,46,0.10599684376643871,veteran,False
634,Player_634,17,Germany,Real Madrid,RB,66,66,22,1,23,2178,155.19,2,No,Low,defender,24,0.06703397612488522,young,False
635,Player_635,22,Germany,PSG,CDM,65,92,51,38,22,732,21.11,3,Yes,High,midfielder,60,0.26844262295081966,young,False
636,Player_636,37,Germany,Real Madrid,ST,70,91,1,36,6,512,156.61,5,No,High,attacker,42,0.384765625,veteran,False
637,Player_637,22,Brazil,Manchester City,CM,77,95,14,13,20,2687,108.1,5,No,Medium,midfielder,33,0.05377744696687756,young,False
638,Player_638,28,Argentina,Manchester City,ST,88,65,51,8,18,4096,153.02,0,Yes,Low,attacker,26,0.03173828125,prime,False
639,Player_639,29,Brazil,Bayern Munich,CB,84,93,43,9,6,3756,156.19,5,No,Low,defender,15,0.03913738019169329,prime,False
640,Player_640,29,Spain,Manchester City,LW,80,65,34,6,22,431,107.55,1,No,Low,winger,28,0.32018561484918795,prime,False
641,Player_641,31,England,Real Madrid,CDM,62,72,9,27,6,4494,165.23,4,No,Low,midfielder,33,0.02425456163773921,veteran,False
642,Player_642,37,Germany,Manchester City,LB,77,80,13,24,15,807,105.59,5,No,High,defender,39,0.2100371747211896,veteran,False
643,Player_643,32,Argentina,FC Barcelona,LW,83,92,26,27,11,1279,128.41,2,Yes,Low,winger,38,0.1364347146207975,veteran,False
644,Player_644,38,France,Juventus,CB,69,86,53,1,14,2221,75.19,3,Yes,Medium,defender,15,0.05965781179648807,veteran,False
645,Player_645,37,Netherlands,Manchester City,CB,86,82,13,16,14,854,164.58,0,No,Medium,defender,30,0.202576112412178,veteran,False
646,Player_646,27,France,PSG,CDM,71,86,34,3,10,3212,148.44,3,No,Low,midfielder,13,0.02537359900373599,prime,False
647,Player_647,21,England,FC Barcelona,CDM,66,76,32,12,1,2586,30.43,4,No,Low,midfielder,13,0.023588553750966745,young,False
648,Player_648,20,Argentina,Bayern Munich,RW,76,83,51,17,2,2768,103.96,3,No,High,winger,19,0.0377528901734104,young,False
650,Player_650,35,Brazil,Real Madrid,LB,85,69,33,36,19,3340,142.86,0,No,Medium,defender,55,0.06032934131736527,veteran,False
651,Player_651,36,Spain,Juventus,ST,74,98,18,32,24,3228,173.28,4,Yes,Low,attacker,56,0.07342007434944238,veteran,False
652,Player_652,34,Spain,Real Madrid,CB,92,74,23,23,14,1619,42.02,2,No,High,defender,37,0.11673872760963558,veteran,False
653,Player_653,31,Brazil,Juventus,CB,90,71,41,7,15,275,66.46,0,Yes,Low,defender,22,0.6254545454545455,veteran,False
654,Player_654,25,France,Juventus,RW,94,79,3,34,0,4103,91.54,4,No,Medium,winger,34,0.040458201316110165,prime,False
655,Player_655,33,Netherlands,Real Madrid,LW,60,88,35,1,14,3863,42.26,4,Yes,Medium,winger,15,0.02135645871084649,veteran,False
656,Player_656,30,Germany,PSG,LW,67,90,12,32,11,714,71.23,3,Yes,Low,winger,43,0.25770308123249297,veteran,False
657,Player_657,31,France,PSG,GK,71,90,31,11,6,2080,96.99,1,No,Low,goalkeeper,17,0.08192307692307693,veteran,False
658,Player_658,17,Netherlands,Juventus,CDM,78,90,8,21,6,809,34.85,1,No,High,midfielder,27,0.12978986402966625,young,False
659,Player_659,37,Spain,PSG,LB,84,74,38,12,10,3726,46.58,2,Yes,Low,defender,22,0.042404723564143855,veteran,False
660,Player_660,38,England,Juventus,CDM,91,81,15,9,19,3978,22.91,3,No,Medium,midfielder,28,0.03506787330316742,veteran,False
661,Player_661,38,Netherlands,Juventus,LB,71,78,49,16,10,861,128.55,1,No,Medium,defender,26,0.16550522648083624,veteran,False
662,Player_662,19,Brazil,FC Barcelona,CM,72,66,2,4,16,36,65.4,0,No,Low,midfielder,20,3.0,young,False
663,Player_663,32,Spain,Liverpool,RB,87,77,51,8,2,3811,40.04,2,No,Low,defender,10,0.03739176069273157,veteran,False
664,Player_664,39,Spain,FC Barcelona,LB,60,91,19,12,15,2081,91.56,3,No,Low,defender,27,0.06343104276790004,veteran,False
665,Player_665,27,Germany,Real Madrid,CDM,65,73,9,22,4,454,12.75,5,No,Medium,midfielder,26,0.20374449339207049,prime,False
666,Player_666,28,Brazil,Liverpool,CB,67,71,21,29,1,3308,166.25,0,Yes,Medium,defender,30,0.03975211608222491,prime,False
667,Player_667,26,Germany,Manchester City,CDM,63,74,47,3,22,4307,53.36,1,No,High,midfielder,25,0.029138611562572556,prime,False
668,Player_668,32,Brazil,Real Madrid,LB,64,73,2,20,6,3211,159.62,1,Yes,Medium,defender,26,0.03986297103706011,veteran,False
669,Player_669,24,Germany,Bayern Munich,LW,84,86,10,8,9,2655,89.82,1,No,High,winger,17,0.03822975517890772,prime,False
670,Player_670,22,Netherlands,FC Barcelona,CDM,81,87,24,6,4,981,153.1,1,No,Low,midfielder,10,0.06982670744138635,young,False
671,Player_671,28,France,PSG,RW,87,71,41,15,14,4391,44.85,4,No,Medium,winger,29,0.033022090639945344,prime,False
672,Player_672,37,England,FC Barcelona,GK,82,73,47,22,11,151,31.96,5,Yes,Low,goalkeeper,33,1.3033112582781456,veteran,False
673,Player_673,24,England,PSG,CB,63,91,7,22,9,3294,152.97,2,No,Low,defender,31,0.040831815421979355,prime,False
674,Player_674,20,Brazil,Liverpool,RW,63,88,8,30,21,599,38.72,2,No,Medium,winger,51,0.35058430717863104,young,False
675,Player_675,24,Argentina,Bayern Munich,LB,80,93,14,4,16,1322,134.44,1,No,Medium,defender,20,0.11800302571860817,prime,False
676,Player_676,34,Portugal,Liverpool,CM,61,81,31,5,19,1511,62.35,2,No,Low,midfielder,24,0.0771012574454004,veteran,False
677,Player_677,21,Spain,Bayern Munich,RW,66,84,52,0,19,2258,134.8,5,No,Medium,winger,19,0.04406554472984942,young,False
678,Player_678,25,Spain,FC Barcelona,RB,75,71,2,27,10,231,163.42,0,No,Low,defender,37,0.6904761904761905,prime,False
679,Player_679,20,Brazil,PSG,CM,76,71,3,17,7,2742,176.7,0,Yes,High,midfielder,24,0.03646973012399708,young,False
680,Player_680,38,Netherlands,Liverpool,ST,79,92,29,23,14,4462,65.09,2,No,Low,attacker,37,0.038883908561183324,veteran,False
681,Player_681,33,Germany,Bayern Munich,CB,82,83,12,12,1,571,66.47,1,Yes,Low,defender,13,0.23992994746059546,veteran,False
682,Player_682,25,Argentina,Juventus,ST,93,84,43,32,16,1202,176.66,3,No,Medium,attacker,48,0.185108153078203,prime,False
683,Player_683,17,France,Real Madrid,CDM,70,71,20,9,22,1507,155.14,5,Yes,Medium,midfielder,31,0.09356337093563372,young,False
684,Player_684,37,Germany,Real Madrid,LB,93,70,40,6,5,1612,8.59,1,No,Medium,defender,11,0.09646401985111662,veteran,False
685,Player_685,36,Germany,Liverpool,CB,92,89,45,36,20,3566,103.43,4,Yes,Medium,defender,56,0.06001121704991587,veteran,False
686,Player_686,29,Brazil,PSG,LW,85,77,18,31,12,4040,33.03,3,Yes,High,winger,43,0.04777227722772277,prime,False
687,Player_687,32,Brazil,Juventus,CM,61,86,38,21,7,1570,178.93,5,No,Medium,midfielder,28,0.06401273885350318,veteran,False
688,Player_688,29,Netherlands,Liverpool,LW,82,81,47,15,10,1039,25.44,4,No,Medium,winger,25,0.12367661212704524,prime,False
689,Player_689,30,Spain,FC Barcelona,ST,81,86,21,23,14,1425,100.9,2,No,Medium,attacker,37,0.1224561403508772,veteran,False
690,Player_690,19,Brazil,Bayern Munich,RW,93,98,19,13,12,4081,119.9,4,Yes,High,winger,25,0.03283508943886303,young,False
691,Player_691,22,Brazil,FC Barcelona,RW,74,72,36,10,17,170,168.7,2,No,Low,winger,27,0.7735294117647059,young,False
692,Player_692,34,Brazil,Real Madrid,LB,69,82,30,18,17,188,152.58,4,No,Medium,defender,35,0.8271276595744681,veteran,False
693,Player_693,35,Netherlands,Bayern Munich,ST,74,88,9,22,24,599,44.61,3,No,Medium,attacker,46,0.328881469115192,veteran,False
694,Player_694,21,Spain,Liverpool,GK,88,66,17,33,16,4017,103.29,4,No,Low,goalkeeper,49,0.0525765496639283,young,False
695,Player_695,31,France,FC Barcelona,CB,82,66,42,39,21,3332,171.67,1,No,Medium,defender,60,0.061224489795918366,veteran,False
696,Player_696,18,France,Manchester City,CM,76,91,38,12,12,3576,132.56,2,No,Low,midfielder,24,0.03076062639821029,young,False
697,Player_697,26,Portugal,PSG,RW,68,78,45,38,2,2389,124.06,0,No,Low,winger,40,0.07283382168271244,prime,False
698,Player_698,34,Portugal,Juventus,RW,68,76,19,27,20,953,136.0,4,No,High,winger,47,0.20828961175236096,veteran,False
699,Player_699,29,Brazil,Juventus,LW,75,96,17,39,23,1625,58.39,2,Yes,Low,winger,62,0.15661538461538463,prime,False
700,Player_700,21,Portugal,PSG,LW,92,92,10,15,6,1870,131.4,0,No,Medium,winger,21,0.06390374331550802,young,False
701,Player_701,39,Spain,Manchester City,CDM,90,92,21,27,11,4261,42.3,2,No,Low,midfielder,38,0.033560197136822345,veteran,False
702,Player_702,17,Netherlands,Real Madrid,GK,65,89,43,3,3,2024,77.34,2,No,Medium,goalkeeper,6,0.07707509881422925,young,False
703,Player_703,38,France,Bayern Munich,LW,69,68,17,27,23,4329,160.24,0,No,Low,winger,50,0.048394548394548396,veteran,False
704,Player_704,17,Germany,PSG,LW,75,90,33,11,10,640,3.91,0,No,Low,winger,21,0.1734375,young,False
705,Player_705,34,France,Manchester City,CB,63,67,22,15,13,1827,74.87,3,No,High,defender,28,0.07416529830322934,veteran,False
707,Player_707,33,Spain,Juventus,CM,72,81,54,19,6,2365,36.15,4,No,Low,midfielder,25,0.04143763213530655,veteran,False
708,Player_708,27,Portugal,Manchester City,CB,75,71,9,25,4,4438,151.02,4,No,Low,defender,29,0.03278503830554304,prime,False
709,Player_709,37,Germany,Real Madrid,CDM,88,69,52,25,15,3501,125.52,2,No,Low,midfielder,40,0.04398743216223936,veteran,False
711,Player_711,33,Brazil,FC Barcelona,CB,85,98,37,8,21,3026,89.26,1,No,Low,defender,29,0.05865829477858559,veteran,False
712,Player_712,29,Netherlands,PSG,ST,70,80,38,4,2,3537,84.31,5,No,Medium,attacker,6,0.016115351993214587,prime,False
713,Player_713,17,England,FC Barcelona,RW,83,91,48,16,15,4174,26.08,2,No,High,winger,31,0.035936751317680884,young,False
714,Player_714,18,France,Juventus,CDM,88,89,8,33,10,2496,144.06,3,No,Medium,midfielder,43,0.06009615384615385,young,False
715,Player_715,25,England,Manchester City,CDM,62,90,30,1,9,4286,66.32,0,No,Medium,midfielder,10,0.016098926738217452,prime,False
716,Player_716,19,Netherlands,Bayern Munich,CB,69,78,6,6,22,2089,137.27,2,Yes,Low,defender,28,0.07348013403542365,young,False
717,Player_717,17,Netherlands,Bayern Munich,RB,60,78,16,35,22,3321,34.98,4,No,High,defender,57,0.050888286660644384,young,False
718,Player_718,37,Spain,Real Madrid,CDM,85,78,34,12,1,3581,57.06,1,No,Low,midfielder,13,0.019687238201619658,veteran,False
719,Player_719,32,Spain,Bayern Munich,ST,71,89,47,19,15,2549,17.58,1,No,High,attacker,34,0.06139662612789329,veteran,False
720,Player_720,39,Spain,Bayern Munich,CDM,73,68,36,29,16,1216,26.25,1,Yes,Low,midfielder,45,0.13034539473684212,veteran,False
721,Player_721,22,England,Juventus,RW,84,79,51,29,9,3978,159.03,3,No,High,winger,38,0.04399195575666164,young,False
722,Player_722,33,Spain,Bayern Munich,CM,67,96,17,10,17,741,20.09,4,No,Medium,midfielder,27,0.16396761133603238,veteran,False
